recipe_name,extraction_day,extraction_time,cuisine_types,diets_types,macronutrients
Paleo Wrap Carne Asada Recipe,2022-10-16,17:21:44,['mexican'],['paleo'],"{'protein': 159.24, 'carbs': 75.82, 'fat': 62.53}"
Homemade Paleo Protein Bars,2022-10-16,17:21:44,['american'],['paleo'],"{'protein': 368.04, 'carbs': 500.49, 'fat': 210.84}"
Paleo Tzatziki,2022-10-16,17:21:44,['mediterranean'],['paleo'],"{'protein': 2.82, 'carbs': 17.07, 'fat': 13.93}"
Paleo Pecan Pie Bars recipes,2022-10-16,17:21:44,['american'],['paleo'],"{'protein': 105.25, 'carbs': 594.23, 'fat': 700.42}"
Loaded Paleo Cauliflower Nachos recipes,2022-10-16,17:21:44,['mexican'],['paleo'],"{'protein': 52.93, 'carbs': 75.7, 'fat': 131.7}"
Gluten-Free Paleo Meatloaf recipes,2022-10-16,17:21:44,['eastern europe'],['paleo'],"{'protein': 170.21, 'carbs': 136.35, 'fat': 196.93}"
Paleo Broccoli Salad recipes,2022-10-16,17:21:44,['american'],['paleo'],"{'protein': 22.75, 'carbs': 124.99, 'fat': 146.91}"
Healthy Paleo Marble Cake recipes,2022-10-16,17:21:44,['american'],['paleo'],"{'protein': 42.18, 'carbs': 245.32, 'fat': 90.32}"
Paleo Deviled Eggs recipes,2022-10-16,17:21:51,['french'],['paleo'],"{'protein': 87.75, 'carbs': 10.06, 'fat': 163.03}"
Paleo Meatball Sub,2022-10-16,17:21:51,['american'],['paleo'],"{'protein': 57.04, 'carbs': 62.66, 'fat': 77.65}"
Paleo Egg Salad recipes,2022-10-16,17:21:51,['american'],['paleo'],"{'protein': 35.77, 'carbs': 30.22, 'fat': 88.57}"
"Caramel Caffe Latte (paleo, GF, dairy-free) recipes",2022-10-16,17:21:51,['american'],['paleo'],"{'protein': 3.28, 'carbs': 32.7, 'fat': 15.37}"
Smoky Paleo Deviled Eggs recipes,2022-10-16,17:21:51,['french'],['paleo'],"{'protein': 34.1, 'carbs': 8.47, 'fat': 69.53}"
Paleo Barbecue Beef and Bacon recipes,2022-10-16,17:21:51,['american'],['paleo'],"{'protein': 114.04, 'carbs': 148.84, 'fat': 128.75}"
Paleo Pad Thai with Zucchini Noodles,2022-10-16,17:21:51,['south east asian'],['paleo'],"{'protein': 3.5, 'carbs': 40.81, 'fat': 0.36}"
Paleo Sunbutter Cups recipes,2022-10-16,17:21:51,['french'],['paleo'],"{'protein': 0.1, 'carbs': 32.29, 'fat': 27.63}"
Paleo Quiche Cups,2022-10-16,17:21:51,['french'],['paleo'],"{'protein': 59.38, 'carbs': 43.71, 'fat': 82.41}"
Paleo Pecan Pie,2022-10-16,17:21:51,['american'],['paleo'],"{'protein': 41.28, 'carbs': 497.12, 'fat': 285.89}"
Paleo Smoked Tuna Salad recipes,2022-10-16,17:21:51,['american'],['paleo'],"{'protein': 24.83, 'carbs': 19.77, 'fat': 90.32}"
Paleo Lemon Mousse,2022-10-16,17:21:58,['french'],['paleo'],"{'protein': 17.82, 'carbs': 77.84, 'fat': 84.12}"
Paleo Aioli Salad Dressing,2022-10-16,17:21:58,['mediterranean'],['paleo'],"{'protein': 0.53, 'carbs': 2.32, 'fat': 44.57}"
Paleo Flourless Chocolate Cake recipes,2022-10-16,17:21:58,['american'],['paleo'],"{'protein': 80.48, 'carbs': 404.46, 'fat': 410.21}"
Paleo Flourless Chocolate Cake,2022-10-16,17:21:58,['american'],['paleo'],"{'protein': 55.16, 'carbs': 123.66, 'fat': 244.31}"
Paleo Chicken Salad with Dates & Walnuts {Whole30} recipes,2022-10-16,17:21:58,['mediterranean'],['paleo'],"{'protein': 97.63, 'carbs': 88.59, 'fat': 98.0}"
Paleo Blackberry Muffins recipes,2022-10-16,17:21:58,['american'],['paleo'],"{'protein': 43.48, 'carbs': 81.37, 'fat': 88.44}"
Paleo Crockpot Cashew Chicken recipes,2022-10-16,17:21:58,['italian'],['paleo'],"{'protein': 165.31, 'carbs': 78.63, 'fat': 220.89}"
Paleo Blackberry Instant Pot Cobbler,2022-10-16,17:21:58,['french'],['paleo'],"{'protein': 33.01, 'carbs': 287.56, 'fat': 114.66}"
Paleo Banana Bread French Toast,2022-10-16,17:21:58,['french'],['paleo'],"{'protein': 21.23, 'carbs': 203.11, 'fat': 42.55}"
Three-Ingredient Paleo Chocolate Truffles,2022-10-16,17:21:58,['french'],['paleo'],"{'protein': 23.43, 'carbs': 183.78, 'fat': 200.78}"
Toasted Egg Fiesta Paleo Wrap (Ketogenic),2022-10-16,17:21:58,['american'],['paleo'],"{'protein': 13.92, 'carbs': 32.74, 'fat': 26.53}"
Paleo Beef Stroganoff,2022-10-16,17:21:58,['eastern europe'],['paleo'],"{'protein': 215.13, 'carbs': 36.63, 'fat': 68.05}"
Paleo Whole30 Classic Egg Salad recipes,2022-10-16,17:21:58,['american'],['paleo'],"{'protein': 61.5, 'carbs': 8.58, 'fat': 184.92}"
Easy Paleo Meatloaf with Bacon,2022-10-16,17:21:58,['american'],['paleo'],"{'protein': 203.61, 'carbs': 23.57, 'fat': 166.41}"
"Gluten Free Beef and Tomato {Chinese Style, Paleo Option} recipes",2022-10-16,17:21:58,['chinese'],['paleo'],"{'protein': 107.83, 'carbs': 56.13, 'fat': 81.39}"
"Buffalo Ranch Chicken Salad Recipe {Paleo, Whole30 Compliant} recipes",2022-10-16,17:22:05,['american'],['paleo'],"{'protein': 145.57, 'carbs': 27.22, 'fat': 152.88}"
Paleo Crock Pot Pulled Pork recipes,2022-10-16,17:22:05,['american'],['paleo'],"{'protein': 255.11, 'carbs': 99.29, 'fat': 170.32}"
Papaya Chicken Paleo Wrap,2022-10-16,17:22:05,['british'],['paleo'],"{'protein': 40.75, 'carbs': 33.63, 'fat': 35.28}"
Paleo Vegan Enchilada Casserole,2022-10-16,17:22:05,['american'],['paleo'],"{'protein': 96.62, 'carbs': 331.56, 'fat': 21.46}"
"Blueberry Almond Mug Cake (Paleo, Gluten Free)",2022-10-16,17:22:05,['american'],['paleo'],"{'protein': 14.22, 'carbs': 33.55, 'fat': 34.47}"
Paleo Bang Bang Shrimp recipes,2022-10-16,17:22:05,['japanese'],['paleo'],"{'protein': 91.88, 'carbs': 3.34, 'fat': 163.16}"
"Creamy Roasted Sesame Dressing (Paleo, Whole30, Keto)",2022-10-16,17:22:05,['mediterranean'],['paleo'],"{'protein': 3.3, 'carbs': 13.24, 'fat': 57.69}"
Paleo Ranch Dressing and Dip recipes,2022-10-16,17:22:05,['american'],['paleo'],"{'protein': 1.77, 'carbs': 5.8, 'fat': 190.1}"
Smoked Salmon Paleo Wrap Bites,2022-10-16,17:22:05,['nordic'],['paleo'],"{'protein': 34.01, 'carbs': 82.25, 'fat': 27.63}"
Paleo Meatloaf,2022-10-16,17:22:05,['american'],['paleo'],"{'protein': 283.04, 'carbs': 85.83, 'fat': 108.96}"
Dairy-free Paleo Ranch Dressing,2022-10-16,17:22:05,['american'],['paleo'],"{'protein': 5.63, 'carbs': 10.85, 'fat': 226.21}"
Paleo Banana Chip Muffins recipes,2022-10-16,17:22:05,['american'],['paleo'],"{'protein': 95.83, 'carbs': 139.93, 'fat': 188.95}"
Creamy (yet Paleo) Cucumber Salad recipes,2022-10-16,17:22:12,['american'],['paleo'],"{'protein': 3.23, 'carbs': 17.66, 'fat': 45.05}"
Bunless Paleo Chicken BLTs recipes,2022-10-16,17:22:12,['american'],['paleo'],"{'protein': 97.48, 'carbs': 19.3, 'fat': 119.43}"
"Frittata with Sweet Potato, Sausage and Caramelized Onions (Paleo, Grain-Free) recipes",2022-10-16,17:22:12,['italian'],['paleo'],"{'protein': 126.61, 'carbs': 109.21, 'fat': 188.1}"
Paleo Tangy BBQ Pulled Pork,2022-10-16,17:22:12,['american'],['paleo'],"{'protein': 244.91, 'carbs': 263.45, 'fat': 61.97}"
Paleo Crab Cakes recipes,2022-10-16,17:22:12,['french'],['paleo'],"{'protein': 97.65, 'carbs': 19.1, 'fat': 76.38}"
Simple Paleo Coleslaw recipes,2022-10-16,17:22:12,['mediterranean'],['paleo'],"{'protein': 14.52, 'carbs': 80.91, 'fat': 90.39}"
"3 Ingredient Chocolate Walnut Fudge (Paleo, Vegan, Gluten Free, Dairy-Free)",2022-10-16,17:22:12,['american'],['paleo'],"{'protein': 48.8, 'carbs': 126.11, 'fat': 160.21}"
Paleo Whole30 Chicken Salad recipes,2022-10-16,17:22:12,['american'],['paleo'],"{'protein': 171.35, 'carbs': 54.47, 'fat': 285.53}"
Flourless Chocolate Peppermint Cake (Paleo and Low Carb) recipes,2022-10-16,17:22:12,['american'],['paleo'],"{'protein': 45.19, 'carbs': 255.14, 'fat': 114.31}"
Easy Paleo Fried Fish Sticks,2022-10-16,17:22:12,['french'],['paleo'],"{'protein': 106.13, 'carbs': 43.27, 'fat': 214.62}"
Paleo Cheese-Stuffed Meatballs,2022-10-16,17:22:12,['american'],['paleo'],"{'protein': 103.97, 'carbs': 82.66, 'fat': 131.02}"
"Paleo Shrimp, Bacon and Tomato Pasta Recip",2022-10-16,17:22:12,['italian'],['paleo'],"{'protein': 72.33, 'carbs': 48.97, 'fat': 74.65}"
Primal Organic Chicken Recipe In A Paleo Wrap,2022-10-16,17:22:12,['american'],['paleo'],"{'protein': 37.07, 'carbs': 50.05, 'fat': 35.2}"
Paleo Vegan Cherry Garcia Ice Cream,2022-10-16,17:22:12,['american'],['paleo'],"{'protein': 16.51, 'carbs': 257.72, 'fat': 52.79}"
Paleo Peach-Blueberry Cobbler recipes,2022-10-16,17:22:12,['american'],['paleo'],"{'protein': 42.38, 'carbs': 245.47, 'fat': 161.24}"
Paleo Sweet Potato Casserole,2022-10-16,17:22:18,['italian'],['paleo'],"{'protein': 38.03, 'carbs': 1061.56, 'fat': 199.18}"
Paleo Crab Cakes,2022-10-16,17:22:18,['american'],['paleo'],"{'protein': 32.3, 'carbs': 14.14, 'fat': 106.85}"
Cinnamon Raisin Paleo Bread Pudding recipes,2022-10-16,17:22:18,['british'],['paleo'],"{'protein': 74.2, 'carbs': 336.36, 'fat': 139.83}"
Paleo Chicken Piccata,2022-10-16,17:22:18,['french'],['paleo'],"{'protein': 38.49, 'carbs': 111.57, 'fat': 127.66}"
Paleo Barbecue Chicken Casserole recipes,2022-10-16,17:22:18,['italian'],['paleo'],"{'protein': 271.64, 'carbs': 258.95, 'fat': 282.4}"
Baked Ranch Chicken Tenders (Paleo + Whole30),2022-10-16,17:22:18,['american'],['paleo'],"{'protein': 105.57, 'carbs': 129.65, 'fat': 146.59}"
Chocolate Almond Buttercream Cups | PALEO,2022-10-16,17:22:18,['american'],['paleo'],"{'protein': 27.72, 'carbs': 280.99, 'fat': 138.5}"
Paleo Broccoli Salad,2022-10-16,17:22:18,['american'],['paleo'],"{'protein': 33.1, 'carbs': 59.46, 'fat': 126.68}"
Paleo Whole 30 Berry Chicken Salad,2022-10-16,17:22:18,['american'],['paleo'],"{'protein': 228.65, 'carbs': 25.01, 'fat': 238.62}"
"Cauliflower Fried ""Rice"" (Paleo)",2022-10-16,17:22:18,['chinese'],['paleo'],"{'protein': 26.48, 'carbs': 44.85, 'fat': 16.65}"
Paleo Pumpkin Bolognese,2022-10-16,17:22:18,['italian'],['paleo'],"{'protein': 83.7, 'carbs': 41.66, 'fat': 96.89}"
Paleo Egg Nog Cake recipes,2022-10-16,17:22:18,['british'],['paleo'],"{'protein': 62.83, 'carbs': 159.42, 'fat': 66.35}"
Easy Paleo Reese's™ Cups,2022-10-16,17:22:25,['french'],['paleo'],"{'protein': 61.73, 'carbs': 259.06, 'fat': 224.92}"
Paleo Cornbread Stuffing recipes,2022-10-16,17:22:25,['american'],['paleo'],"{'protein': 129.28, 'carbs': 693.44, 'fat': 243.17}"
Sloppy Joe's - Paleo & Whole30 recipes,2022-10-16,17:22:25,['french'],['paleo'],"{'protein': 94.68, 'carbs': 90.81, 'fat': 85.8}"
No-Bake Paleo Chocolate Chip Coconut Bars,2022-10-16,17:22:25,['american'],['paleo'],"{'protein': 74.81, 'carbs': 272.62, 'fat': 518.78}"
Portobello Mushroom Paleo Taco,2022-10-16,17:22:25,['italian'],['paleo'],"{'protein': 81.07, 'carbs': 46.84, 'fat': 114.72}"
Paleo BBQ Ranch Meatloaf,2022-10-16,17:22:25,['american'],['paleo'],"{'protein': 173.86, 'carbs': 79.71, 'fat': 130.88}"
Keto Paleo Tuna Taquitos Recipe,2022-10-16,17:22:25,['mexican'],['paleo'],"{'protein': 46.45, 'carbs': 79.45, 'fat': 75.1}"
Paleo Chocolate Coconut Milk Panna Cotta,2022-10-16,17:22:25,['italian'],['paleo'],"{'protein': 23.39, 'carbs': 101.95, 'fat': 147.65}"
"Slow Cooker Honey Peach Chipotle Meatballs (Gluten Free, Paleo) recipes",2022-10-16,17:22:25,['eastern europe'],['paleo'],"{'protein': 23.44, 'carbs': 256.29, 'fat': 25.75}"
Paleo Roasted Cabbage with Mustard Seed Dressing recipes,2022-10-16,17:22:25,['mediterranean'],['paleo'],"{'protein': 4.18, 'carbs': 14.45, 'fat': 50.79}"
Paleo Tuna Spinach Casserole recipes,2022-10-16,17:22:25,['italian'],['paleo'],"{'protein': 84.76, 'carbs': 50.54, 'fat': 92.11}"
Paleo Beef Stroganoff,2022-10-16,17:22:25,['eastern europe'],['paleo'],"{'protein': 130.93, 'carbs': 70.55, 'fat': 203.75}"
Slammin Wild Salmon Paleo Wrap Tumeric,2022-10-16,17:22:25,['nordic'],['paleo'],"{'protein': 95.18, 'carbs': 45.51, 'fat': 55.22}"
Vietnamese Spring Rolls (Paleo) recipes,2022-10-16,17:22:25,['south east asian'],['paleo'],"{'protein': 38.7, 'carbs': 122.93, 'fat': 71.13}"
Paleo Banana Muffins recipes,2022-10-16,17:22:25,['american'],['paleo'],"{'protein': 52.77, 'carbs': 99.46, 'fat': 150.99}"
Paleo Chicken Shawarma recipes,2022-10-16,17:22:25,['middle eastern'],['paleo'],"{'protein': 114.46, 'carbs': 52.87, 'fat': 92.38}"
Paleo Spinach Donuts recipes,2022-10-16,17:22:25,['american'],['paleo'],"{'protein': 43.22, 'carbs': 247.39, 'fat': 124.45}"
Paleo Strawberry Pie recipes,2022-10-16,17:22:32,['american'],['paleo'],"{'protein': 60.38, 'carbs': 223.26, 'fat': 160.19}"
Quick and Easy Paleo Salads,2022-10-16,17:22:32,['french'],['paleo'],"{'protein': 44.68, 'carbs': 28.95, 'fat': 73.11}"
Chocolate Custard (Paleo or Low Carb) recipes,2022-10-16,17:22:32,['french'],['paleo'],"{'protein': 36.84, 'carbs': 126.43, 'fat': 159.07}"
"Pumpkin Milkshake (Dairy-free, Paleo, AIP) recipes",2022-10-16,17:22:32,['american'],['paleo'],"{'protein': 21.77, 'carbs': 88.19, 'fat': 168.04}"
"Pistachio Crumbed Mushrooms (Paleo, Low Carb) recipes",2022-10-16,17:22:32,['british'],['paleo'],"{'protein': 47.75, 'carbs': 59.33, 'fat': 157.69}"
"Paleo Chocolate Mousse Cake (dairy Free, Raw Dessert, Keto, Paleo, Gluten Free) recipes",2022-10-16,17:22:32,['american'],['paleo'],"{'protein': 48.81, 'carbs': 278.15, 'fat': 264.65}"
Paleo Ground Beef Spaghetti Squash Skillet,2022-10-16,17:22:32,['italian'],['paleo'],"{'protein': 96.21, 'carbs': 128.43, 'fat': 115.48}"
Paleo Fried Green Tomatoes recipes,2022-10-16,17:22:32,['french'],['paleo'],"{'protein': 49.16, 'carbs': 59.39, 'fat': 182.49}"
Dulce de Leche Ice Cream (Paleo) recipes,2022-10-16,17:22:32,['italian'],['paleo'],"{'protein': 14.38, 'carbs': 177.86, 'fat': 141.1}"
"Easy BBQ Jackfruit Saute Recipe [Paleo, Vegan]",2022-10-16,17:22:32,['american'],['paleo'],"{'protein': 2.02, 'carbs': 108.4, 'fat': 14.76}"
"Easy 10 Minute Asian Zucchini Noodles (low-carb, Paleo) recipes",2022-10-16,17:22:32,['asian'],['paleo'],"{'protein': 13.86, 'carbs': 37.92, 'fat': 7.02}"
Paleo Maple Pecan Latte Mug Cake,2022-10-16,17:22:32,['american'],['paleo'],"{'protein': 12.5, 'carbs': 36.44, 'fat': 32.19}"
Paleo Beef Stew,2022-10-16,17:22:32,['american'],['paleo'],"{'protein': 208.63, 'carbs': 137.91, 'fat': 54.39}"
A No Bake Paleo Chocolate Cashew Coconut Dessert That’s Healthy,2022-10-16,17:22:32,['american'],['paleo'],"{'protein': 27.93, 'carbs': 87.43, 'fat': 751.19}"
"Easy Chicken Herb Salad (Paleo, Low Carb) recipes",2022-10-16,17:22:32,['american'],['paleo'],"{'protein': 81.02, 'carbs': 9.13, 'fat': 109.01}"
Frozen Chocolate Custard (Low Carb and Paleo Friendly),2022-10-16,17:22:38,['american'],['paleo'],"{'protein': 40.47, 'carbs': 56.32, 'fat': 184.95}"
Paleo Ground Beef Spaghetti Squash Skillet recipes,2022-10-16,17:22:38,['italian'],['paleo'],"{'protein': 96.21, 'carbs': 128.43, 'fat': 115.48}"
Salted Caramel Bliss Balls- Aka Paleo Style Truffles,2022-10-16,17:22:38,['french'],['paleo'],"{'protein': 58.09, 'carbs': 221.62, 'fat': 168.29}"
20-Minute Paleo Cashew Chicken,2022-10-16,17:22:38,['american'],['paleo'],"{'protein': 189.22, 'carbs': 139.79, 'fat': 190.27}"
"Healthy Buffalo Turkey Meatballs (paleo, GF) recipes",2022-10-16,17:22:38,['american'],['paleo'],"{'protein': 107.96, 'carbs': 14.59, 'fat': 67.22}"
"Shepherd’s Pie with Cauliflower Topping (GAPS, Paleo, Grain-Free) recipes",2022-10-16,17:22:38,['american'],['paleo'],"{'protein': 110.14, 'carbs': 57.66, 'fat': 168.1}"
Paleo Chocolate and Candied Orange Peel Freezer Fudge (GF) recipes,2022-10-16,17:22:38,['american'],['paleo'],"{'protein': 60.59, 'carbs': 289.03, 'fat': 220.89}"
Paleo Crockpot BBQ Pulled Pork,2022-10-16,17:22:38,['american'],['paleo'],"{'protein': 403.14, 'carbs': 254.68, 'fat': 412.96}"
Primal Roast Beast Wrap Recipe,2022-10-16,17:22:38,['british'],['paleo'],"{'protein': 65.76, 'carbs': 53.13, 'fat': 62.59}"
Paleo Chili Over Zero Carb Paleo Miracle Rice™,2022-10-16,17:22:38,['american'],['paleo'],"{'protein': 184.44, 'carbs': 249.2, 'fat': 24.04}"
Saucy Grilled Paleo Pork Chops Recipe,2022-10-16,17:22:38,['eastern europe'],['paleo'],"{'protein': 77.12, 'carbs': 79.94, 'fat': 29.49}"
"Orange and Five-Spice Roasted Chicken Legs | Keto, Paleo",2022-10-16,17:22:38,['mediterranean'],['paleo'],"{'protein': 677.22, 'carbs': 41.71, 'fat': 686.9}"
The Best Paleo Beef Enchiladas recipes,2022-10-16,17:22:38,['mexican'],['paleo'],"{'protein': 116.96, 'carbs': 182.48, 'fat': 163.36}"
Paleo Chicken Taco Meatballs (GF) recipes,2022-10-16,17:22:38,['mexican'],['paleo'],"{'protein': 90.61, 'carbs': 10.48, 'fat': 51.89}"
Smoky BBQ Paleo Chili recipes,2022-10-16,17:22:38,['american'],['paleo'],"{'protein': 97.93, 'carbs': 107.81, 'fat': 116.11}"
Collard Green Paleo Slaw (Super Slaw) recipes,2022-10-16,17:22:45,['mediterranean'],['paleo'],"{'protein': 5.4, 'carbs': 28.18, 'fat': 31.71}"
"Blueberry Chia Seed Coleslaw (Paleo, GF) recipes",2022-10-16,17:22:45,['american'],['paleo'],"{'protein': 12.01, 'carbs': 80.23, 'fat': 53.09}"
"Orange Chicken Recipe (Paleo, Grain-Free) recipes",2022-10-16,17:22:45,['french'],['paleo'],"{'protein': 191.91, 'carbs': 161.86, 'fat': 143.79}"
Sneaky Chocolate Veggie Cake (Paleo option) recipes,2022-10-16,17:22:45,['american'],['paleo'],"{'protein': 96.82, 'carbs': 335.74, 'fat': 291.09}"
Paleo Cauliflower Fried Rice,2022-10-16,17:22:45,['chinese'],['paleo'],"{'protein': 56.99, 'carbs': 97.39, 'fat': 56.34}"
Caramel Chocolate Mousse (Paleo & Vegan) recipes,2022-10-16,17:22:45,['american'],['paleo'],"{'protein': 38.1, 'carbs': 270.02, 'fat': 232.58}"
"Healthy Fudge Bites {Paleo, Gluten Free, Sugar Free, Dairy Free} recipes",2022-10-16,17:22:45,['american'],['paleo'],"{'protein': 8.38, 'carbs': 178.34, 'fat': 297.71}"
"Easy Crab Cakes (Paleo, Low Carb) recipes",2022-10-16,17:22:45,['french'],['paleo'],"{'protein': 94.1, 'carbs': 15.58, 'fat': 63.84}"
Keto Paleo Meatloaf recipes,2022-10-16,17:22:45,['american'],['paleo'],"{'protein': 143.36, 'carbs': 37.65, 'fat': 172.61}"
Paleo Ginger Cake with Lemon and Coconut,2022-10-16,17:22:45,['french'],['paleo'],"{'protein': 59.12, 'carbs': 86.59, 'fat': 200.92}"
Paleo Whole30 Classic Potato Salad,2022-10-16,17:22:45,['mediterranean'],['paleo'],"{'protein': 32.03, 'carbs': 272.41, 'fat': 57.65}"
Paleo Chocolate Pistachio Biscotti recipes,2022-10-16,17:22:45,['italian'],['paleo'],"{'protein': 53.41, 'carbs': 214.31, 'fat': 129.8}"
Paleo Sloppy Joes with Sweet Potatoes recipes,2022-10-16,17:22:45,['american'],['paleo'],"{'protein': 90.72, 'carbs': 202.74, 'fat': 106.32}"
Gluten Free “Carrot Cake” Vegan Cheesecake {Paleo} recipes,2022-10-16,17:22:45,['american'],['paleo'],"{'protein': 74.18, 'carbs': 426.76, 'fat': 307.56}"
Paleo Chocolate Chunk Banana Bread recipes,2022-10-16,17:22:45,['american'],['paleo'],"{'protein': 81.41, 'carbs': 257.6, 'fat': 233.5}"
Paleo Sweet and Sour Pork,2022-10-16,17:22:45,['mediterranean'],['paleo'],"{'protein': 97.79, 'carbs': 167.44, 'fat': 112.53}"
"Egg Salad Lettuce Wraps (Paleo, GF) recipes",2022-10-16,17:22:52,['american'],['paleo'],"{'protein': 31.06, 'carbs': 10.09, 'fat': 50.9}"
"Spaghetti Squash Soup with Pumpkin and Fall Flavors {GF, Vegan, Paleo}",2022-10-16,17:22:52,['american'],['paleo'],"{'protein': 42.79, 'carbs': 175.5, 'fat': 44.84}"
"BBQ Beef Pizza (AIP, Paleo)",2022-10-16,17:22:52,['italian'],['paleo'],"{'protein': 111.23, 'carbs': 259.49, 'fat': 110.34}"
Paleo-Approved Classic Chicken Salad,2022-10-16,17:22:52,['american'],['paleo'],"{'protein': 37.0, 'carbs': 58.18, 'fat': 212.82}"
Primal Curried Egg Salad Coconut Wraps,2022-10-16,17:22:52,['american'],['paleo'],"{'protein': 22.37, 'carbs': 38.14, 'fat': 42.75}"
Baked Salmon with Pesto and Pecans,2022-10-16,17:22:52,['nordic'],['paleo'],"{'protein': 329.12, 'carbs': 8.78, 'fat': 251.78}"
Paleo Banana Chocolate Chip Muffins,2022-10-16,17:22:52,['american'],['paleo'],"{'protein': 105.65, 'carbs': 526.6, 'fat': 219.56}"
"Almond Flour Crust for Tarts or Pies - Gluten Free, Low Carb, Sugar Free, Paleo recipes",2022-10-16,17:22:52,['american'],['paleo'],"{'protein': 62.5, 'carbs': 84.87, 'fat': 199.1}"
"Spatchcock Herbed Chicken (Paleo, Whole30 option)",2022-10-16,17:22:52,['french'],['paleo'],"{'protein': 226.67, 'carbs': 21.54, 'fat': 221.69}"
Paleo Chocolate Sweet Potato Bread (gluten and dairy free),2022-10-16,17:22:52,['american'],['paleo'],"{'protein': 77.32, 'carbs': 1801.16, 'fat': 887.91}"
Easy Paleo Lemon Chia Seed Muffins,2022-10-16,17:22:52,['american'],['paleo'],"{'protein': 74.35, 'carbs': 542.66, 'fat': 211.44}"
Paleo Chocolate Honey Bars recipes,2022-10-16,17:22:52,['american'],['paleo'],"{'protein': 77.32, 'carbs': 349.38, 'fat': 266.18}"
DIY Chicken Burrito Bowl (Paleo),2022-10-16,17:22:52,['mexican'],['paleo'],"{'protein': 86.59, 'carbs': 165.25, 'fat': 101.45}"
"Healthy Buffalo Turkey Meatloaf (Paleo, Whole30) recipes",2022-10-16,17:22:58,['american'],['paleo'],"{'protein': 217.07, 'carbs': 34.17, 'fat': 134.74}"
Paleo Slow Cooker Beef Stew recipes,2022-10-16,17:22:58,['american'],['paleo'],"{'protein': 179.32, 'carbs': 120.49, 'fat': 36.68}"
"Teriyaki Salmon Recipe (Grain-Free, Paleo) recipes",2022-10-16,17:22:58,['nordic'],['paleo'],"{'protein': 102.48, 'carbs': 104.16, 'fat': 59.07}"
Banana Cocoa Snack Cake (Paleo) recipes,2022-10-16,17:22:58,['american'],['paleo'],"{'protein': 68.94, 'carbs': 227.74, 'fat': 168.98}"
Paleo Creole Meatballs,2022-10-16,17:22:58,['american'],['paleo'],"{'protein': 134.14, 'carbs': 55.22, 'fat': 177.0}"
Easy Paleo Shepherd's Pie recipes,2022-10-16,17:22:58,['american'],['paleo'],"{'protein': 107.14, 'carbs': 93.45, 'fat': 137.29}"
"Buffalo Chicken Cobb Salad {paleo, whole30",2022-10-16,17:22:58,['american'],['paleo'],"{'protein': 3.26, 'carbs': 7.35, 'fat': 89.83}"
Paleo Carrot & Apple Juicer Pulp Muffi,2022-10-16,17:22:58,['british'],['paleo'],"{'protein': 56.05, 'carbs': 119.56, 'fat': 118.16}"
Sesame Ginger Paleo Turkey Meatballs recipes,2022-10-16,17:22:58,['american'],['paleo'],"{'protein': 104.28, 'carbs': 42.67, 'fat': 56.99}"
"Coconut Chocolate Chip Healthy Vegan Ice Cream Recipe (Paleo, Homemade, Dairy-Free)",2022-10-16,17:22:58,['american'],['paleo'],"{'protein': 16.29, 'carbs': 154.99, 'fat': 89.99}"
Zero Carb Beef Stew w/Paleo Rice By Paleo Nate,2022-10-16,17:22:58,['american'],['paleo'],"{'protein': 459.83, 'carbs': 289.66, 'fat': 200.26}"
Creamy Paleo Chicken Enchiladas Verdes recipes,2022-10-16,17:22:58,['mexican'],['paleo'],"{'protein': 168.06, 'carbs': 206.21, 'fat': 137.17}"
